RepRapFirmware height map file v2 generated at 2021-05-28 18:06, min error -1.597, max error -1.020, mean -1.274, deviation 0.138
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
30.00,150.00,10.00,150.00,-1.00,20.00,20.00,7,8
 -1.287, -1.315, -1.257, -1.232, -1.217, -1.187, -1.160
 -1.352, -1.302, -1.247, -1.190, -1.097, -1.082, -1.080
 -1.362, -1.062, -1.265, -1.237, -1.177, -1.095, -1.067
 -1.385, -1.347, -1.322, -1.247, -1.185, -1.130, -1.020
 -1.407, -1.325, -1.287, -1.252, -1.210, -1.032, -1.055
 -1.470, -1.417, -1.377, -1.327, -1.272, -1.195, -1.142
 -1.537, -1.457, -1.420, -1.315, -1.312, -1.260, -1.212
 -1.597, -1.587, -1.517, -1.442, -1.420, -1.332, -1.265
